classifier,classification_type,feature,max_ROI,gentl_result_param,accuracy,f1_score,precision,sensitivity,specificity
dt,ptc_vs_mibc,homogeneity,40,,61.92,61.25,64.02,62.8,71.43
rf,cancer_invasion,homogeneity,40,,73.85,70.4,73.71,70.03,57.0
rf,cancer_stage,homogeneity,40,,36.99,22.75,21.47,25.25,86.37
rf,early_vs_late_stage,homogeneity,40,,81.54,73.69,77.44,74.0,60.0
rf,ptc_vs_mibc,homogeneity,40,,59.33,57.99,59.66,59.05,51.43
lda,cancer_invasion,homogeneity,40,,60.0,47.34,44.8,52.0,24.0
lda,cancer_stage,homogeneity,40,,25.94,15.02,16.85,14.74,85.14
lda,early_vs_late_stage,homogeneity,40,,69.23,51.04,50.62,52.0,20.0
lda,ptc_vs_mibc,homogeneity,40,,60.67,58.84,63.21,60.12,48.57
dt,cancer_invasion,homogeneity,40,average_best_absolute_distance_results,60.0,47.36,45.42,51.25,20.0
dt,cancer_stage,homogeneity,40,average_best_absolute_distance_results,19.04,16.95,17.5,23.28,85.61
dt,early_vs_late_stage,homogeneity,40,average_best_absolute_distance_results,63.08,59.19,62.01,66.67,73.33
dt,ptc_vs_mibc,homogeneity,40,average_best_absolute_distance_results,55.33,52.68,56.51,55.62,54.29
rf,cancer_invasion,homogeneity,40,average_best_absolute_distance_results,50.77,45.79,45.19,47.92,35.0
rf,cancer_stage,homogeneity,40,average_best_absolute_distance_results,26.0,18.45,22.58,23.35,85.27
rf,early_vs_late_stage,homogeneity,40,average_best_absolute_distance_results,66.15,57.12,59.89,59.33,46.67
rf,ptc_vs_mibc,homogeneity,40,average_best_absolute_distance_results,57.92,56.68,59.01,57.84,54.29
lda,cancer_invasion,homogeneity,40,average_best_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,40,average_best_absolute_distance_results,35.0,10.49,8.46,15.37,83.84
lda,early_vs_late_stage,homogeneity,40,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,40,average_best_absolute_distance_results,55.5,49.53,62.39,53.41,25.71
dt,cancer_invasion,homogeneity,40,average_generation_absolute_distance_results,67.69,59.46,63.94,60.39,33.0
dt,cancer_stage,homogeneity,40,average_generation_absolute_distance_results,19.04,14.36,13.11,18.09,83.85
dt,early_vs_late_stage,homogeneity,40,average_generation_absolute_distance_results,64.62,54.18,59.76,56.0,40.0
dt,ptc_vs_mibc,homogeneity,40,average_generation_absolute_distance_results,51.33,49.93,52.21,52.08,60.0
rf,cancer_invasion,homogeneity,40,average_generation_absolute_distance_results,64.62,58.09,57.7,59.67,41.0
rf,cancer_stage,homogeneity,40,average_generation_absolute_distance_results,22.94,15.33,14.01,18.67,84.19
rf,early_vs_late_stage,homogeneity,40,average_generation_absolute_distance_results,67.69,58.4,60.58,60.33,46.67
rf,ptc_vs_mibc,homogeneity,40,average_generation_absolute_distance_results,56.58,56.05,56.46,56.31,54.29
lda,cancer_invasion,homogeneity,40,average_generation_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,40,average_generation_absolute_distance_results,34.08,9.32,8.01,14.38,83.37
lda,early_vs_late_stage,homogeneity,40,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,40,average_generation_absolute_distance_results,56.58,51.5,55.97,54.42,28.57
dt,cancer_invasion,homogeneity,40,average_mean_absolute_distance_results,72.31,68.86,72.89,69.14,58.0
dt,cancer_stage,homogeneity,40,average_mean_absolute_distance_results,27.04,21.34,23.99,26.53,86.25
dt,early_vs_late_stage,homogeneity,40,average_mean_absolute_distance_results,66.15,56.32,57.13,57.0,40.0
dt,ptc_vs_mibc,homogeneity,40,average_mean_absolute_distance_results,61.67,60.66,61.44,60.85,51.43
rf,cancer_invasion,homogeneity,40,average_mean_absolute_distance_results,63.08,58.75,60.09,59.53,46.0
rf,cancer_stage,homogeneity,40,average_mean_absolute_distance_results,28.05,19.83,20.6,22.04,85.34
rf,early_vs_late_stage,homogeneity,40,average_mean_absolute_distance_results,67.69,57.31,58.89,58.0,40.0
rf,ptc_vs_mibc,homogeneity,40,average_mean_absolute_distance_results,67.08,63.44,71.33,65.6,42.86
lda,cancer_invasion,homogeneity,40,average_mean_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,40,average_mean_absolute_distance_results,34.02,8.0,5.76,14.09,83.31
lda,early_vs_late_stage,homogeneity,40,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,40,average_mean_absolute_distance_results,51.25,33.78,26.24,47.5,0.0
dt,cancer_invasion,homogeneity,50,,76.92,75.26,75.41,76.03,74.0
dt,cancer_stage,homogeneity,50,,27.99,19.09,20.2,18.96,86.06
dt,early_vs_late_stage,homogeneity,50,,76.92,68.27,68.68,68.67,53.33
dt,ptc_vs_mibc,homogeneity,50,,61.92,61.25,64.02,62.8,71.43
rf,cancer_invasion,homogeneity,50,,73.85,70.4,73.71,70.03,57.0
rf,cancer_stage,homogeneity,50,,36.99,22.75,21.47,25.25,86.37
rf,early_vs_late_stage,homogeneity,50,,81.54,73.69,77.44,74.0,60.0
rf,ptc_vs_mibc,homogeneity,50,,59.33,57.99,59.66,59.05,51.43
lda,cancer_invasion,homogeneity,50,,60.0,47.34,44.8,52.0,24.0
lda,cancer_stage,homogeneity,50,,25.94,15.02,16.85,14.74,85.14
lda,early_vs_late_stage,homogeneity,50,,69.23,51.04,50.62,52.0,20.0
lda,ptc_vs_mibc,homogeneity,50,,60.67,58.84,63.21,60.12,48.57
dt,cancer_invasion,homogeneity,50,average_best_absolute_distance_results,67.69,64.64,68.66,66.44,59.0
dt,cancer_stage,homogeneity,50,average_best_absolute_distance_results,16.99,14.79,21.36,17.89,85.79
dt,early_vs_late_stage,homogeneity,50,average_best_absolute_distance_results,63.08,51.68,51.68,55.0,40.0
dt,ptc_vs_mibc,homogeneity,50,average_best_absolute_distance_results,57.92,56.4,58.72,57.78,60.0
rf,cancer_invasion,homogeneity,50,average_best_absolute_distance_results,63.08,61.0,61.84,62.67,62.0
rf,cancer_stage,homogeneity,50,average_best_absolute_distance_results,18.98,17.11,22.47,20.51,85.61
rf,early_vs_late_stage,homogeneity,50,average_best_absolute_distance_results,64.62,52.15,52.06,56.0,40.0
rf,ptc_vs_mibc,homogeneity,50,average_best_absolute_distance_results,57.92,56.48,58.35,57.6,57.14
lda,cancer_invasion,homogeneity,50,average_best_absolute_distance_results,61.54,38.1,31.28,48.89,0.0
lda,cancer_stage,homogeneity,50,average_best_absolute_distance_results,35.0,7.41,5.0,14.29,83.33
lda,early_vs_late_stage,homogeneity,50,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,50,average_best_absolute_distance_results,56.58,42.55,44.01,53.21,11.43
dt,cancer_invasion,homogeneity,50,average_generation_absolute_distance_results,60.0,55.93,56.93,60.19,59.0
dt,cancer_stage,homogeneity,50,average_generation_absolute_distance_results,14.97,13.63,18.31,14.92,86.23
dt,early_vs_late_stage,homogeneity,50,average_generation_absolute_distance_results,64.62,56.23,56.33,58.33,46.67
dt,ptc_vs_mibc,homogeneity,50,average_generation_absolute_distance_results,55.42,54.66,58.77,56.55,71.43
rf,cancer_invasion,homogeneity,50,average_generation_absolute_distance_results,56.92,54.78,57.9,57.06,58.0
rf,cancer_stage,homogeneity,50,average_generation_absolute_distance_results,18.95,15.71,22.22,14.52,84.15
rf,early_vs_late_stage,homogeneity,50,average_generation_absolute_distance_results,67.69,58.4,60.58,60.33,46.67
rf,ptc_vs_mibc,homogeneity,50,average_generation_absolute_distance_results,55.17,55.0,55.36,55.38,57.14
lda,cancer_invasion,homogeneity,50,average_generation_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,50,average_generation_absolute_distance_results,32.06,7.66,5.48,13.29,83.05
lda,early_vs_late_stage,homogeneity,50,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,50,average_generation_absolute_distance_results,56.5,53.67,57.76,54.96,37.14
dt,cancer_invasion,homogeneity,50,average_mean_absolute_distance_results,58.46,54.48,56.89,55.14,45.0
dt,cancer_stage,homogeneity,50,average_mean_absolute_distance_results,21.09,17.71,16.15,25.94,86.13
dt,early_vs_late_stage,homogeneity,50,average_mean_absolute_distance_results,66.15,58.45,59.23,61.67,53.33
dt,ptc_vs_mibc,homogeneity,50,average_mean_absolute_distance_results,64.42,63.84,65.27,64.35,62.86
rf,cancer_invasion,homogeneity,50,average_mean_absolute_distance_results,56.92,50.36,49.5,52.06,33.0
rf,cancer_stage,homogeneity,50,average_mean_absolute_distance_results,23.98,20.06,21.21,22.53,85.93
rf,early_vs_late_stage,homogeneity,50,average_mean_absolute_distance_results,60.0,55.06,61.18,62.33,66.67
rf,ptc_vs_mibc,homogeneity,50,average_mean_absolute_distance_results,67.08,66.13,67.81,66.49,57.14
lda,cancer_invasion,homogeneity,50,average_mean_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,homogeneity,50,average_mean_absolute_distance_results,34.02,8.06,5.82,14.09,83.39
lda,early_vs_late_stage,homogeneity,50,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,homogeneity,50,average_mean_absolute_distance_results,52.58,34.43,26.62,48.75,0.0
dt,cancer_invasion,contrast,10,,69.23,66.8,67.2,66.78,58.0
dt,cancer_stage,contrast,10,,23.05,17.56,23.39,20.83,86.33
dt,early_vs_late_stage,contrast,10,,73.85,62.37,63.64,62.0,40.0
dt,ptc_vs_mibc,contrast,10,,58.08,57.78,58.13,58.02,57.14
rf,cancer_invasion,contrast,10,,66.15,63.65,64.29,63.92,57.0
rf,cancer_stage,contrast,10,,25.94,18.59,20.54,20.31,85.71
rf,early_vs_late_stage,contrast,10,,81.54,68.26,71.25,69.33,46.67
rf,ptc_vs_mibc,contrast,10,,52.5,50.29,56.34,52.44,45.71
lda,cancer_invasion,contrast,10,,64.62,56.5,67.92,57.75,33.0
lda,cancer_stage,contrast,10,,25.04,13.17,12.47,14.94,84.85
lda,early_vs_late_stage,contrast,10,,67.69,52.72,53.64,53.33,26.67
lda,ptc_vs_mibc,contrast,10,,56.67,55.78,57.1,56.23,48.57
dt,cancer_invasion,contrast,10,average_best_absolute_distance_results,63.08,60.75,61.31,60.81,53.0
dt,cancer_stage,contrast,10,average_best_absolute_distance_results,22.01,19.07,25.98,21.3,89.38
dt,early_vs_late_stage,contrast,10,average_best_absolute_distance_results,70.77,60.76,62.35,62.33,46.67
dt,ptc_vs_mibc,contrast,10,average_best_absolute_distance_results,59.17,57.65,59.5,58.13,45.71
rf,cancer_invasion,contrast,10,average_best_absolute_distance_results,56.92,53.87,55.47,55.53,53.0
rf,cancer_stage,contrast,10,average_best_absolute_distance_results,24.96,18.83,19.95,22.49,86.18
rf,early_vs_late_stage,contrast,10,average_best_absolute_distance_results,72.31,58.94,62.88,58.67,33.33
rf,ptc_vs_mibc,contrast,10,average_best_absolute_distance_results,59.08,57.91,59.5,58.17,48.57
lda,cancer_invasion,contrast,10,average_best_absolute_distance_results,61.54,38.1,31.28,48.89,0.0
lda,cancer_stage,contrast,10,average_best_absolute_distance_results,35.09,10.68,12.98,15.08,83.91
lda,early_vs_late_stage,contrast,10,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,contrast,10,average_best_absolute_distance_results,57.92,53.67,57.9,55.85,31.43
dt,cancer_invasion,contrast,10,average_generation_absolute_distance_results,63.08,59.02,63.24,61.14,57.0
dt,cancer_stage,contrast,10,average_generation_absolute_distance_results,20.08,20.99,19.42,31.49,86.46
dt,early_vs_late_stage,contrast,10,average_generation_absolute_distance_results,83.08,73.99,80.16,72.67,53.33
dt,ptc_vs_mibc,contrast,10,average_generation_absolute_distance_results,56.67,55.22,58.32,56.9,57.14
rf,cancer_invasion,contrast,10,average_generation_absolute_distance_results,64.62,60.65,61.63,61.03,49.0
rf,cancer_stage,contrast,10,average_generation_absolute_distance_results,22.1,23.1,24.62,31.98,86.1
rf,early_vs_late_stage,contrast,10,average_generation_absolute_distance_results,83.08,73.99,80.16,72.67,53.33
rf,ptc_vs_mibc,contrast,10,average_generation_absolute_distance_results,60.42,60.15,60.71,60.6,62.86
lda,cancer_invasion,contrast,10,average_generation_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,contrast,10,average_generation_absolute_distance_results,39.04,14.87,13.85,19.44,85.0
lda,early_vs_late_stage,contrast,10,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,contrast,10,average_generation_absolute_distance_results,57.75,55.8,58.48,56.57,42.86
dt,cancer_invasion,contrast,10,average_mean_absolute_distance_results,67.69,65.11,66.63,65.67,58.0
dt,cancer_stage,contrast,10,average_mean_absolute_distance_results,25.97,23.69,23.57,30.27,86.8
dt,early_vs_late_stage,contrast,10,average_mean_absolute_distance_results,72.31,64.32,65.44,68.0,60.0
dt,ptc_vs_mibc,contrast,10,average_mean_absolute_distance_results,56.67,56.27,57.77,57.44,65.71
rf,cancer_invasion,contrast,10,average_mean_absolute_distance_results,69.23,66.95,67.79,67.67,62.0
rf,cancer_stage,contrast,10,average_mean_absolute_distance_results,30.99,23.68,23.97,24.95,86.04
rf,early_vs_late_stage,contrast,10,average_mean_absolute_distance_results,72.31,65.07,69.47,68.0,60.0
rf,ptc_vs_mibc,contrast,10,average_mean_absolute_distance_results,63.08,62.83,63.39,63.27,65.71
lda,cancer_invasion,contrast,10,average_mean_absolute_distance_results,66.15,47.53,49.56,54.75,12.0
lda,cancer_stage,contrast,10,average_mean_absolute_distance_results,36.01,11.04,8.88,16.07,84.31
lda,early_vs_late_stage,contrast,10,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,contrast,10,average_mean_absolute_distance_results,53.92,48.88,52.71,51.75,25.71
dt,cancer_invasion,contrast,20,,69.23,66.8,67.2,66.78,58.0
dt,cancer_stage,contrast,20,,23.05,17.56,23.39,20.83,86.33
dt,early_vs_late_stage,contrast,20,,73.85,62.37,63.64,62.0,40.0
dt,ptc_vs_mibc,contrast,20,,58.08,57.78,58.13,58.02,57.14
rf,cancer_invasion,contrast,20,,66.15,63.65,64.29,63.92,57.0
rf,cancer_stage,contrast,20,,25.94,18.59,20.54,20.31,85.71
rf,early_vs_late_stage,contrast,20,,81.54,68.26,71.25,69.33,46.67
rf,ptc_vs_mibc,contrast,20,,52.5,50.29,56.34,52.44,45.71
lda,cancer_invasion,contrast,20,,64.62,56.5,67.92,57.75,33.0
lda,cancer_stage,contrast,20,,25.04,13.17,12.47,14.94,84.85
lda,early_vs_late_stage,contrast,20,,67.69,52.72,53.64,53.33,26.67
lda,ptc_vs_mibc,contrast,20,,56.67,55.78,57.1,56.23,48.57
dt,cancer_invasion,contrast,20,average_best_absolute_distance_results,47.69,46.84,48.35,47.97,49.0
dt,cancer_stage,contrast,20,average_best_absolute_distance_results,18.98,11.14,10.68,13.71,86.04
dt,early_vs_late_stage,contrast,20,average_best_absolute_distance_results,73.85,61.83,63.63,62.0,40.0
dt,ptc_vs_mibc,contrast,20,average_best_absolute_distance_results,60.5,59.87,60.9,60.56,60.0
rf,cancer_invasion,contrast,20,average_best_absolute_distance_results,50.77,46.64,47.36,47.06,33.0
rf,cancer_stage,contrast,20,average_best_absolute_distance_results,17.97,10.93,13.49,12.05,85.47
rf,early_vs_late_stage,contrast,20,average_best_absolute_distance_results,72.31,59.91,66.69,58.67,33.33
rf,ptc_vs_mibc,contrast,20,average_best_absolute_distance_results,59.17,57.49,59.32,58.35,51.43
lda,cancer_invasion,contrast,20,average_best_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,contrast,20,average_best_absolute_distance_results,37.11,12.51,10.79,16.87,84.65
lda,early_vs_late_stage,contrast,20,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,contrast,20,average_best_absolute_distance_results,60.5,57.68,61.1,58.89,40.0
dt,cancer_invasion,contrast,20,average_generation_absolute_distance_results,60.0,58.72,63.92,62.56,74.0
dt,cancer_stage,contrast,20,average_generation_absolute_distance_results,22.13,13.75,14.97,15.64,86.87
dt,early_vs_late_stage,contrast,20,average_generation_absolute_distance_results,80.0,67.47,73.55,66.0,40.0
dt,ptc_vs_mibc,contrast,20,average_generation_absolute_distance_results,59.25,57.9,63.59,61.01,82.86
rf,cancer_invasion,contrast,20,average_generation_absolute_distance_results,63.08,61.52,66.59,65.28,75.0
rf,cancer_stage,contrast,20,average_generation_absolute_distance_results,18.98,14.06,15.81,13.4,86.58
rf,early_vs_late_stage,contrast,20,average_generation_absolute_distance_results,69.23,63.27,69.49,68.33,66.67
rf,ptc_vs_mibc,contrast,20,average_generation_absolute_distance_results,57.83,57.63,58.15,58.06,60.0
lda,cancer_invasion,contrast,20,average_generation_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,contrast,20,average_generation_absolute_distance_results,38.03,12.69,11.57,16.87,84.96
lda,early_vs_late_stage,contrast,20,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,contrast,20,average_generation_absolute_distance_results,53.92,51.87,53.29,52.78,40.0
dt,cancer_invasion,contrast,20,average_mean_absolute_distance_results,63.08,62.22,69.74,67.97,84.0
dt,cancer_stage,contrast,20,average_mean_absolute_distance_results,17.05,12.01,13.34,11.42,84.6
dt,early_vs_late_stage,contrast,20,average_mean_absolute_distance_results,60.0,52.55,58.21,57.67,53.33
dt,ptc_vs_mibc,contrast,20,average_mean_absolute_distance_results,53.92,51.94,54.35,54.27,57.14
rf,cancer_invasion,contrast,20,average_mean_absolute_distance_results,63.08,61.05,63.21,62.69,59.0
rf,cancer_stage,contrast,20,average_mean_absolute_distance_results,20.05,12.81,13.6,12.88,84.15
rf,early_vs_late_stage,contrast,20,average_mean_absolute_distance_results,61.54,54.13,57.68,58.67,53.33
rf,ptc_vs_mibc,contrast,20,average_mean_absolute_distance_results,56.5,55.45,56.99,56.13,51.43
lda,cancer_invasion,contrast,20,average_mean_absolute_distance_results,64.62,51.23,67.73,54.53,16.0
lda,cancer_stage,contrast,20,average_mean_absolute_distance_results,32.06,9.89,10.15,14.45,83.06
lda,early_vs_late_stage,contrast,20,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,contrast,20,average_mean_absolute_distance_results,52.58,34.43,26.62,48.75,0.0
dt,cancer_invasion,contrast,30,,69.23,66.8,67.2,66.78,58.0
dt,cancer_stage,contrast,30,,23.05,17.56,23.39,20.83,86.33
dt,early_vs_late_stage,contrast,30,,73.85,62.37,63.64,62.0,40.0
dt,ptc_vs_mibc,contrast,30,,58.08,57.78,58.13,58.02,57.14
rf,cancer_invasion,contrast,30,,66.15,63.65,64.29,63.92,57.0
rf,cancer_stage,contrast,30,,25.94,18.59,20.54,20.31,85.71
rf,early_vs_late_stage,contrast,30,,81.54,68.26,71.25,69.33,46.67
rf,ptc_vs_mibc,contrast,30,,52.5,50.29,56.34,52.44,45.71
lda,cancer_invasion,contrast,30,,64.62,56.5,67.92,57.75,33.0
lda,cancer_stage,contrast,30,,25.04,13.17,12.47,14.94,84.85
lda,early_vs_late_stage,contrast,30,,67.69,52.72,53.64,53.33,26.67
lda,ptc_vs_mibc,contrast,30,,56.67,55.78,57.1,56.23,48.57
dt,cancer_invasion,contrast,30,average_best_absolute_distance_results,61.54,58.6,61.95,58.81,49.0
dt,cancer_stage,contrast,30,average_best_absolute_distance_results,18.92,12.46,14.01,12.41,85.32
dt,early_vs_late_stage,contrast,30,average_best_absolute_distance_results,56.92,53.02,57.81,60.33,66.67
dt,ptc_vs_mibc,contrast,30,average_best_absolute_distance_results,56.67,56.39,57.57,57.44,65.71
rf,cancer_invasion,contrast,30,average_best_absolute_distance_results,60.0,56.73,60.06,56.81,45.0
rf,cancer_stage,contrast,30,average_best_absolute_distance_results,21.12,15.39,15.34,17.67,87.03
rf,early_vs_late_stage,contrast,30,average_best_absolute_distance_results,69.23,61.98,63.45,63.67,53.33
rf,ptc_vs_mibc,contrast,30,average_best_absolute_distance_results,60.42,60.15,60.71,60.6,62.86
lda,cancer_invasion,contrast,30,average_best_absolute_distance_results,61.54,38.1,31.28,48.89,0.0
lda,cancer_stage,contrast,30,average_best_absolute_distance_results,34.05,10.69,12.55,14.88,83.83
